fnl,hpw,relation,gain,country,job,edu_int,years,loss,work_type,partner,edu,gender,race,prod,gtype,money
176452,40.0,H,0,Peru,Tech-support,9,41,0,Priv,MCS,HSG,M,White,87,AC,<=50K
296066,40.0,H,0,United-States,Prof-specialty,10,47,0,Priv,MCS,SC,,White,22,AC,<=50K
174491,40.0,NotM,0,United-States,Other-service,9,41,0,LGov,S,HSG,F,Black,57,DC,<=50K
200973,20.0,OwnC,0,United-States,Sales,10,21,0,Priv,NM,SC,F,White,92,DC,<=50K
166546,24.0,NotF,0,United-States,Adm-clerical,10,46,0,Priv,D,SC,,White,42,DC,<=50K
129586,40.0,OwnC,0,United-States,?,10,19,0,?,NM,SC,M,White,62,AC,<=50K
216811,16.0,OwnC,0,United-States,Adm-clerical,9,23,0,Priv,NM,HSG,F,White,62,DC,<=50K
202560,40.0,W,0,United-States,Adm-clerical,10,46,0,Priv,MCS,SC,,White,47,DC,>50K
173476,,H,7688,United-States,Craft-repair,15,39,0,Priv,MCS,PS,M,White,15418,AC,>50K
247794,84.0,NotF,0,United-States,Sales,9,20,0,Priv,NM,HSG,F,White,97,DC,<=50K
88675,40.0,H,0,United-States,?,9,60,0,?,MCS,HSG,M,White,102,AC,<=50K
587310,35.0,Other,0,Guatemala,Other-service,4,27,0,Priv,NM,7-8,M,White,82,AC,<=50K
306707,12.0,NotM,0,United-States,Adm-clerical,9,50,0,FGov,NM,HSG,F,Black,37,DC,<=50K
253801,40.0,H,0,Ecuador,Craft-repair,9,29,0,Priv,MCS,HSG,M,White,37,AC,<=50K
289669,40.0,NotF,0,United-States,Machine-op-inspct,9,41,0,Priv,W,HSG,F,White,52,DC,<=50K
145638,40.0,NotF,0,United-States,Sales,10,68,0,Priv,D,SC,F,White,57,DC,<=50K
87643,40.0,H,0,United-States,Sales,13,32,0,Priv,MCS,B,M,White,57,AC,<=50K
189203,20.0,NotF,0,United-States,?,12,20,0,?,NM,AA,M,White,82,AC,<=50K
65920,40.0,NotF,0,United-States,Exec-managerial,9,30,0,Priv,NM,HSG,M,Black,77,AC,<=50K
193219,35.0,OwnC,0,Jamaica,Adm-clerical,9,21,0,Priv,NM,HSG,F,Black,42,DC,<=50K
125101,40.0,NotF,0,United-States,?,11,71,0,?,W,AV,F,White,117,DC,<=50K
232036,40.0,H,0,United-States,Adm-clerical,10,39,0,FGov,MCS,SC,M,White,32,AC,>50K
266043,40.0,H,0,United-States,Transport-moving,5,29,0,Priv,MCS,9,M,White,37,AC,<=50K
173754,60.0,H,15024,United-States,Prof-specialty,15,52,0,SelfInc,MCS,PS,M,White,30135,AC,>50K
99179,40.0,NotF,0,United-States,Prof-specialty,13,49,0,Priv,NM,B,F,White,62,DC,<=50K
89413,40.0,H,0,United-States,Craft-repair,9,40,1672,SelfNotInc,MCS,HSG,M,White,42,AC,<=50K
184756,40.0,NotF,0,United-States,Exec-managerial,13,24,0,Priv,NM,B,F,White,52,DC,<=50K
155106,53.0,H,0,United-States,Handlers-cleaners,13,43,0,FGov,MCS,B,,White,42,AC,<=50K
200904,21.0,W,0,Haiti,?,12,36,0,?,MCS,AA,F,Black,82,DC,<=50K
122127,40.0,NotF,8614,United-States,Prof-specialty,13,29,0,Priv,NM,B,F,White,17235,DC,>50K
230563,40.0,OwnC,0,United-States,Adm-clerical,9,27,0,Priv,NM,HSG,F,White,37,DC,<=50K
297531,40.0,OwnC,0,United-States,Sales,13,25,0,Priv,NM,B,F,White,17,DC,<=50K
219155,,H,0,United-States,Machine-op-inspct,9,39,0,Priv,MCS,HSG,M,White,77,AC,<=50K
280362,40.0,H,0,United-States,Craft-repair,12,44,0,FGov,MCS,AA,,White,92,AC,>50K
297449,50.0,H,7298,United-States,Adm-clerical,13,38,0,Priv,MCS,B,M,White,14688,AC,>50K
149809,40.0,H,0,?,Other-service,1,49,0,Priv,MCS,P,M,White,87,AC,<=50K
173628,40.0,H,0,United-States,Exec-managerial,13,42,0,Priv,MCS,B,M,White,82,AC,>50K
61272,40.0,NotF,0,United-States,Exec-managerial,13,34,0,Priv,NM,B,F,White,102,DC,<=50K
175071,40.0,H,15024,United-States,Craft-repair,10,55,0,Priv,MCS,SC,M,Black,30145,AC,>50K
28790,40.0,NotF,0,United-States,Other-service,10,19,0,Priv,NM,SC,F,White,67,DC,<=50K
209432,40.0,OwnC,0,United-States,Handlers-cleaners,9,32,0,Priv,NM,HSG,F,White,32,DC,<=50K
305781,,NotF,0,Canada,Sales,9,22,0,Priv,NM,HSG,M,White,67,AC,<=50K
75073,55.0,NotF,0,United-States,Craft-repair,10,36,0,Priv,NM,SC,M,Black,32,AC,<=50K
286967,,H,0,United-States,Craft-repair,6,55,0,LGov,MCS,10,M,White,47,AC,<=50K
84179,45.0,NotF,0,United-States,Handlers-cleaners,9,32,0,Priv,NM,HSG,F,White,12,DC,<=50K
135308,40.0,NotF,0,United-States,Sales,13,27,0,Priv,NM,B,F,Black,82,DC,<=50K
99183,9.0,NotF,0,United-States,Adm-clerical,10,74,0,Priv,D,SC,F,White,57,DC,<=50K
195532,43.0,Other,0,United-States,Protective-serv,10,22,0,LGov,NM,SC,F,White,32,DC,<=50K
93557,40.0,H,0,United-States,Farming-fishing,9,47,0,Priv,MCS,HSG,M,White,37,AC,<=50K
119471,56.0,H,0,Philippines,Other-service,11,48,0,Priv,MCS,AV,M,Asian-Pac-Islander,77,AC,>50K
122346,40.0,OwnC,0,United-States,Machine-op-inspct,9,20,0,Priv,NM,HSG,M,White,97,AC,<=50K
170562,60.0,H,0,United-States,Exec-managerial,9,52,0,Priv,MCS,HSG,M,White,52,AC,>50K
125892,40.0,H,0,Poland,Machine-op-inspct,5,48,0,Priv,MCS,9,M,White,72,AC,<=50K
171424,40.0,NotF,0,United-States,Transport-moving,169,40,0,Priv,D,HSG,M,White,52,AC,<=50K
381618,45.0,H,0,United-States,Craft-repair,5,26,0,Priv,MCS,9,M,White,2,AC,<=50K
81654,60.0,H,0,United-States,Prof-specialty,15,49,0,Priv,MCS,PS,M,White,42,AC,>50K
197702,40.0,H,0,United-States,Craft-repair,10,47,0,Priv,MCS,SC,M,White,47,AC,<=50K
157747,40.0,H,7298,United-States,Exec-managerial,10,34,0,Priv,MCS,SC,M,White,14648,AC,>50K
230054,40.0,H,0,Mexico,Machine-op-inspct,4,35,0,Priv,MCS,7-8,M,White,132,AC,<=50K
109339,46.0,NotM,0,Puerto-Rico,Machine-op-inspct,7,44,0,Priv,D,11,F,Other,32,DC,<=50K
168195,45.0,H,0,United-States,Prof-specialty,15,46,1902,SelfNotInc,MCS,PS,M,White,47,AC,>50K
46870,40.0,NotF,0,United-States,Exec-managerial,10,41,0,Priv,D,SC,,White,42,DC,<=50K
74949,40.0,NotF,0,United-States,Prof-specialty,10,42,0,Priv,D,SC,M,White,57,AC,<=50K
238474,25.0,OwnC,0,United-States,Sales,10,19,0,Priv,NM,SC,M,White,57,AC,<=50K
189710,45.0,H,0,Mexico,Farming-fishing,4,33,0,Priv,MCS,7-8,,White,97,AC,<=50K
186824,40.0,NotM,0,United-States,Machine-op-inspct,9,32,0,Priv,NM,HSG,M,White,42,AC,<=50K
30289,30.0,H,0,United-States,Craft-repair,6,48,0,Priv,MCS,10,M,White,97,AC,<=50K
163595,20.0,NotF,0,United-States,?,9,69,0,?,W,HSG,F,White,77,DC,<=50K
198668,,NotF,0,United-States,Other-service,4,19,0,Priv,NM,7-8,F,White,47,DC,<=50K
211013,40.0,OwnC,0,Mexico,?,10,22,0,?,NM,SC,F,White,57,DC,<=50K
196116,72.0,OwnC,2174,United-States,Prof-specialty,15,29,0,Priv,D,PS,F,White,4400,DC,<=50K
173998,60.0,NotF,0,United-States,Adm-clerical,10,32,0,Priv,NM,SC,,White,27,DC,<=50K
157593,6.0,H,1455,United-States,Sales,13,72,0,Priv,MCS,B,M,White,2952,AC,<=50K
46401,40.0,W,0,United-States,Prof-specialty,10,51,0,SelfNotInc,MCS,SC,F,White,52,DC,>50K
296728,40.0,H,0,United-States,Exec-managerial,14,44,0,Priv,MCS,M,M,White,27,AC,>50K
182378,,H,9386,United-States,?,13,67,0,?,MCS,B,M,White,18849,AC,>50K
137314,45.0,NotF,0,United-States,Tech-support,11,36,0,Priv,NM,AV,M,White,77,AC,<=50K
746786,55.0,H,0,United-States,Prof-specialty,13,39,0,Priv,MCS,B,M,White,77,AC,>50K
340171,40.0,H,0,United-States,Transport-moving,9,56,0,Priv,MCS,HSG,M,Black,52,AC,<=50K
38721,22.0,NotM,0,United-States,Priv-house-serv,9,39,0,Priv,D,HSG,F,White,12,DC,<=50K
117915,40.0,NotF,0,United-States,Adm-clerical,14,43,0,Priv,NM,M,M,White,77,AC,<=50K
101338,20.0,H,0,United-States,Exec-managerial,13,57,0,SelfInc,MCS,B,M,White,67,AC,<=50K
79787,25.0,NotF,0,United-States,Exec-managerial,14,27,0,Priv,NM,M,F,White,2,DC,<=50K
218490,55.0,H,0,El-Salvador,Exec-managerial,14,37,0,Priv,MCS,M,M,White,67,AC,>50K
191385,48.0,H,0,United-States,Machine-op-inspct,9,34,0,Priv,MCS,HSG,M,White,7,AC,<=50K
177595,40.0,H,0,United-States,Craft-repair,10,40,1579,FGov,MCS,SC,M,White,87,AC,<=50K
660870,60.0,NotF,0,United-States,Prof-specialty,13,27,0,Priv,NM,B,F,White,72,DC,<=50K
345522,,H,3103,United-States,Transport-moving,9,30,0,Priv,MCS,HSG,M,White,6273,AC,>50K
164441,38.0,OwnC,0,United-States,Adm-clerical,10,18,0,Priv,NM,SC,F,White,62,DC,<=50K
268127,40.0,NotM,0,United-States,Other-service,9,33,0,Priv,NM,HSG,F,Black,62,DC,<=50K
271792,40.0,NotM,0,United-States,Exec-managerial,13,44,0,Priv,MSA,B,F,White,57,DC,<=50K
99894,30.0,W,0,Japan,Sales,6,56,0,Priv,MCS,10,F,Asian-Pac-Islander,62,DC,>50K
234901,50.0,H,0,Germany,Sales,10,37,0,Priv,MCS,SC,M,White,57,AC,>50K
269687,40.0,NotF,0,United-States,Tech-support,11,23,0,Priv,NM,AV,M,White,77,AC,<=50K
28221,40.0,H,0,Canada,?,9,76,0,?,MCS,HSG,M,White,57,AC,>50K
30840,40.0,NotF,0,United-States,Prof-specialty,14,47,0,Priv,D,M,M,White,32,AC,>50K
170769,,NotF,99999,United-States,Sales,16,33,0,Priv,D,D,M,White,200110,AC,>50K
145246,44.0,H,0,United-States,Prof-specialty,164,44,0,LGov,MCS,M,M,White,47,AC,>50K
172022,40.0,NotF,0,United-States,Prof-specialty,14,51,0,SGov,NM,M,M,White,62,AC,>50K
123983,40.0,OwnC,0,United-States,Prof-specialty,11,23,0,Priv,NM,AV,M,Asian-Pac-Islander,97,AC,<=50K
351195,35.0,Other,0,El-Salvador,?,5,19,1719,?,NM,9,M,White,52,AC,<=50K
36984,,NotF,0,United-States,Prof-specialty,13,25,0,Priv,NM,B,F,White,62,DC,<=50K
200967,10.0,OwnC,0,United-States,Other-service,109,23,0,Priv,D,HSG,F,White,102,DC,<=50K
222993,40.0,OwnC,0,United-States,Machine-op-inspct,9,21,0,Priv,NM,HSG,M,White,7,AC,<=50K
118966,18.0,OwnC,0,United-States,Craft-repair,9,31,0,Priv,NM,HSG,M,White,87,AC,<=50K
189487,35.0,OwnC,0,United-States,Sales,10,18,0,Priv,NM,SC,F,White,72,DC,<=50K
160474,30.0,W,0,United-States,Exec-managerial,9,47,0,Priv,MCS,HSG,F,White,22,DC,>50K
325374,40.0,NotF,0,United-States,Adm-clerical,10,39,0,Priv,NM,SC,M,White,67,AC,<=50K
125933,38.0,NotM,0,United-States,Exec-managerial,180,48,1669,Priv,W,SC,F,Black,82,DC,<=50K
118551,80.0,NotM,0,United-States,Other-service,9,32,0,Priv,D,HSG,F,White,32,DC,<=50K
314819,40.0,OwnC,0,United-States,Transport-moving,9,23,0,LGov,NM,HSG,M,White,57,AC,<=50K
120508,60.0,NotM,0,Germany,Protective-serv,13,33,0,LGov,D,B,F,White,67,DC,<=50K
195635,,H,0,United-States,Machine-op-inspct,9,52,2051,Priv,MCS,HSG,M,White,62,AC,<=50K
330715,40.0,H,0,United-States,Craft-repair,10,32,0,Priv,MCS,SC,M,White,62,AC,<=50K
321851,50.0,NotF,0,United-States,Prof-specialty,13,47,0,LGov,NM,B,F,White,52,DC,>50K
352768,,OwnC,0,United-States,Adm-clerical,9,26,0,FGov,D,HSG,,White,42,DC,<=50K
174714,35.0,OwnC,0,United-States,Adm-clerical,12,21,0,Priv,NM,AA,M,White,47,AC,<=50K
64874,40.0,OwnC,0,United-States,Sales,12,35,0,SelfInc,NM,AA,M,White,22,AC,<=50K
201689,63.0,H,0,?,Craft-repair,4,50,1977,SelfInc,MCS,7-8,M,White,42,AC,>50K
267546,40.0,NotF,0,United-States,Prof-specialty,12,64,0,FGov,S,AA,F,White,32,DC,>50K
220066,50.0,NotF,14344,United-States,Exec-managerial,13,31,0,Priv,NM,B,F,White,28785,DC,>50K
247483,40.0,H,0,United-States,Sales,10,62,0,Priv,MCS,SC,M,White,112,AC,>50K
180195,40.0,H,0,United-States,Sales,13,52,0,Priv,MCS,B,M,White,42,AC,>50K
54595,40.0,NotF,0,United-States,Sales,8,35,0,Priv,NM,12,F,Black,62,DC,<=50K
91811,40.0,NotF,0,United-States,Transport-moving,9,33,0,Priv,S,HSG,M,White,92,AC,<=50K
60001,44.0,NotM,0,United-States,Sales,13,43,0,Priv,D,B,M,White,42,AC,>50K
154374,60.0,H,15024,United-States,Craft-repair,10,43,0,Priv,MCS,SC,M,White,30145,AC,>50K
206951,45.0,H,0,United-States,Sales,13,36,1902,Priv,MCS,B,M,White,22,AC,>50K
230039,30.0,OwnC,0,United-States,Other-service,184,56,0,Priv,NM,7-8,F,White,97,DC,<=50K
334679,,NotM,0,United-States,Prof-specialty,11,51,0,Priv,W,AV,F,Asian-Pac-Islander,52,DC,<=50K
173382,40.0,NotM,0,United-States,Tech-support,12,44,0,Priv,D,AA,F,White,97,DC,<=50K
242460,,H,7688,United-States,Exec-managerial,13,34,0,Priv,MCS,B,M,White,15433,AC,>50K
81132,40.0,H,0,Philippines,Other-service,9,45,0,Priv,MCS,HSG,M,Asian-Pac-Islander,52,AC,<=50K
399020,55.0,NotF,0,United-States,Adm-clerical,10,22,0,LGov,NM,SC,F,White,47,DC,<=50K
145711,72.0,H,0,United-States,Sales,10,43,0,Priv,MCS,SC,M,White,77,AC,>50K
166851,13.0,NotF,0,United-States,Prof-specialty,14,24,0,SGov,NM,M,M,White,52,AC,<=50K
266255,40.0,OwnC,0,United-States,Sales,9,19,0,Priv,NM,HSG,F,White,62,DC,<=50K
114544,,NotF,0,United-States,Exec-managerial,13,39,0,Priv,D,B,M,White,62,AC,>50K
342084,60.0,H,0,United-States,Exec-managerial,10,37,0,SelfInc,MCS,SC,M,White,67,AC,>50K
167149,25.0,H,0,United-States,Other-service,4,64,0,SelfNotInc,MCS,7-8,M,White,87,AC,<=50K
250630,30.0,NotF,0,United-States,Prof-specialty,14,23,0,Priv,NM,M,F,White,72,DC,<=50K
137707,40.0,W,0,United-States,Tech-support,11,38,0,Priv,MCS,AV,F,White,57,DC,>50K
133937,45.0,NotF,0,United-States,Exec-managerial,10,27,0,Priv,NM,SC,M,White,37,AC,<=50K
104501,40.0,H,0,United-States,Craft-repair,9,50,0,Priv,MCS,HSG,M,White,32,AC,>50K
268022,40.0,H,0,United-States,Sales,13,46,0,Priv,MCS,B,M,White,22,AC,>50K
222925,40.0,OwnC,2105,United-States,Machine-op-inspct,9,23,0,Priv,MCS,HSG,F,White,4262,DC,<=50K
418702,40.0,NotM,0,United-States,Adm-clerical,11,36,0,Priv,D,AV,F,White,47,DC,<=50K
116968,45.0,NotF,0,United-States,Exec-managerial,13,24,0,Priv,NM,B,M,White,57,AC,<=50K
139671,40.0,H,0,United-States,Craft-repair,10,53,0,Priv,MCS,SC,M,White,27,AC,>50K
204868,36.0,W,0,United-States,?,9,19,0,?,MCS,HSG,F,White,72,DC,<=50K
385278,60.0,H,0,United-States,Exec-managerial,9,26,0,Priv,MCS,HSG,M,Black,12,AC,<=50K
34452,40.0,H,0,United-States,Prof-specialty,15,28,0,LGov,MCS,PS,M,White,47,AC,<=50K
32509,40.0,NotM,0,United-States,Other-service,10,47,0,Priv,D,SC,F,White,27,DC,<=50K
240837,30.0,NotF,0,United-States,Other-service,9,37,0,Priv,D,HSG,F,White,7,DC,<=50K
229051,37.0,H,0,United-States,Other-service,5,30,0,Priv,MCS,9,M,White,92,AC,<=50K
175428,40.0,H,0,United-States,Prof-specialty,14,46,0,LGov,MCS,M,M,White,97,AC,>50K
148709,,Other,0,United-States,Handlers-cleaners,9,23,0,Priv,S,HSG,F,White,52,DC,<=50K
189721,20.0,H,0,United-States,Craft-repair,9,55,0,SelfNotInc,MCS,HSG,M,White,87,AC,<=50K
143068,50.0,H,2407,United-States,Exec-managerial,10,26,0,Priv,MCS,SC,M,White,4831,AC,<=50K
242184,55.0,H,0,United-States,Exec-managerial,4,45,0,SelfNotInc,MCS,7-8,M,White,2,AC,>50K
162347,,H,0,United-States,Prof-specialty,15,62,0,SelfNotInc,MCS,PS,M,White,62,AC,>50K
141642,40.0,NotF,0,United-States,Other-service,9,41,0,Priv,NM,HSG,F,White,42,DC,<=50K
245482,,H,0,?,Machine-op-inspct,9,32,0,Priv,MCS,HSG,M,Asian-Pac-Islander,7,AC,<=50K
287317,32.0,NotM,0,United-States,Machine-op-inspct,9,53,0,Priv,D,HSG,M,Black,27,AC,<=50K
249147,30.0,OwnC,0,United-States,?,9,19,0,?,NM,HSG,,White,92,AC,<=50K
163620,84.0,H,7298,United-States,Exec-managerial,9,25,0,Priv,MCS,HSG,M,White,14678,AC,>50K
202683,40.0,NotF,0,United-States,?,13,35,0,?,NM,B,M,White,12,AC,<=50K
46385,,H,0,United-States,Machine-op-inspct,9,37,0,Priv,MCS,HSG,M,White,97,AC,<=50K
35448,22.0,W,0,United-States,?,9,22,0,?,MCS,HSG,F,White,32,DC,<=50K
177599,35.0,NotM,0,United-States,Prof-specialty,13,41,0,LGov,D,B,F,White,37,DC,<=50K
137390,40.0,H,0,United-States,?,9,42,0,?,MCS,HSG,M,White,72,AC,<=50K
237293,40.0,W,15024,United-States,Prof-specialty,15,40,0,SelfNotInc,MCS,PS,F,White,30095,DC,>50K
80933,40.0,H,0,United-States,Craft-repair,9,30,0,Priv,MCS,HSG,M,White,47,AC,<=50K
404616,40.0,H,0,United-States,Exec-managerial,13,25,0,Priv,MCS,B,M,White,97,AC,>50K
210825,40.0,H,0,United-States,Tech-support,10,66,0,Priv,MCS,SC,,White,72,AC,>50K
115418,45.0,OwnC,2174,United-States,Adm-clerical,10,39,0,Priv,NM,SC,F,White,4435,DC,<=50K
137907,,NotM,0,United-States,Adm-clerical,9,42,0,Priv,D,HSG,F,White,47,DC,<=50K
344060,40.0,NotF,0,United-States,Other-service,13,44,0,Priv,NM,B,M,White,7,AC,>50K
24872,,NotF,0,United-States,Transport-moving,10,60,0,Priv,S,SC,,Amer-Indian-Eskimo,47,DC,<=50K
171461,20.0,OwnC,0,United-States,?,6,17,0,?,NM,10,F,White,52,DC,<=50K
425092,40.0,NotF,2174,United-States,Prof-specialty,14,26,0,LGov,NM,M,F,White,4375,DC,<=50K
173935,8.0,H,0,United-States,Exec-managerial,13,67,0,SelfNotInc,MCS,B,M,White,62,AC,>50K
267284,40.0,Other,0,United-States,Handlers-cleaners,9,25,0,Priv,NM,HSG,M,White,12,AC,<=50K
171615,35.0,NotF,0,United-States,Craft-repair,10,40,0,SelfNotInc,NM,SC,M,White,22,AC,>50K
121362,32.0,NotF,0,United-States,Other-service,13,56,0,Priv,D,B,F,White,52,DC,<=50K
57233,,NotF,0,United-States,Handlers-cleaners,13,41,0,Priv,NM,B,M,White,62,AC,<=50K
196725,24.0,NotM,0,United-States,Other-service,9,63,0,Priv,W,HSG,F,White,37,DC,<=50K
102476,,H,0,United-States,Exec-managerial,13,26,0,Priv,MCS,B,M,White,22,AC,<=50K
216522,42.0,OwnC,0,United-States,Prof-specialty,13,26,0,LGov,NM,B,F,Black,82,DC,<=50K
113364,18.0,OwnC,0,United-States,Sales,13,30,0,Priv,NM,B,M,White,112,AC,<=50K
89718,48.0,NotF,2202,United-States,Sales,9,28,0,Priv,NM,HSG,F,White,4501,DC,<=50K
105803,50.0,H,0,United-States,Craft-repair,10,35,0,Priv,MCS,SC,,White,47,AC,>50K
192409,20.0,OwnC,0,United-States,Sales,150,18,0,Priv,NM,SC,F,White,82,DC,<=50K
244147,10.0,NotM,0,United-States,Craft-repair,9,32,0,Priv,NM,HSG,M,White,22,AC,<=50K
35340,50.0,H,0,United-States,Craft-repair,10,55,0,SelfNotInc,MCS,SC,,White,-8,AC,<=50K
93705,,NotF,0,United-States,Sales,10,50,0,SelfNotInc,D,SC,F,White,72,DC,<=50K
361494,40.0,H,0,United-States,Sales,109,59,0,Priv,MCS,HSG,M,White,47,AC,>50K
182342,40.0,NotF,0,United-States,Craft-repair,9,23,0,Priv,NM,HSG,M,White,102,AC,<=50K
134378,50.0,H,0,United-States,Exec-managerial,14,64,0,Priv,MCS,M,M,White,52,AC,>50K
119359,10.0,W,0,China,Prof-specialty,9,29,0,Priv,MCS,HSG,F,Asian-Pac-Islander,37,DC,>50K
296485,40.0,H,0,United-States,Transport-moving,3,60,0,Priv,MCS,5-6,M,White,77,AC,<=50K
197748,20.0,NotM,0,United-States,Sales,7,19,0,Priv,D,11,F,White,72,DC,<=50K
147372,40.0,NotF,0,United-States,Protective-serv,10,40,2444,LGov,NM,SC,M,White,62,AC,>50K
421871,40.0,H,0,United-States,Craft-repair,9,41,0,Priv,MCS,HSG,M,Black,27,AC,>50K
132601,45.0,H,0,United-States,Exec-managerial,10,33,0,Priv,MCS,SC,M,White,47,AC,<=50K
158642,20.0,NotF,2993,United-States,?,9,70,0,?,W,HSG,F,White,6008,DC,<=50K
175804,48.0,H,0,United-States,Sales,9,50,0,Priv,MCS,HSG,M,White,52,AC,<=50K
264968,40.0,NotF,0,United-States,Adm-clerical,13,63,0,Priv,NM,B,M,White,37,AC,<=50K
174426,35.0,NotF,0,United-States,Prof-specialty,10,45,0,SelfNotInc,NM,SC,M,White,72,AC,<=50K
82572,,NotF,0,United-States,Other-service,10,49,0,Priv,NM,SC,,White,47,DC,<=50K
267174,40.0,OwnC,0,United-States,Handlers-cleaners,9,22,0,Priv,NM,HSG,M,Black,62,AC,<=50K
242552,35.0,Other,0,United-States,Craft-repair,8,45,0,SelfNotInc,D,12,,Black,42,AC,<=50K
212864,40.0,H,3908,United-States,Protective-serv,9,58,0,LGov,MCS,HSG,M,White,7868,AC,<=50K
250818,,NotF,0,United-States,Adm-clerical,10,19,0,Priv,NM,SC,,White,67,AC,<=50K
181196,40.0,H,0,United-States,Exec-managerial,10,60,0,SelfInc,MCS,SC,M,White,97,AC,>50K
288433,40.0,OwnC,0,United-States,Adm-clerical,10,44,0,Priv,NM,SC,F,Black,57,DC,<=50K
217161,14.0,NotF,0,United-States,Other-service,9,47,0,Priv,D,HSG,F,Black,12,DC,<=50K
168693,25.0,OwnC,0,United-States,Sales,9,19,0,Priv,NM,HSG,F,White,82,DC,<=50K
357348,50.0,NotM,0,United-States,Other-service,9,27,0,Priv,S,HSG,F,White,27,DC,<=50K
339905,40.0,H,0,United-States,Exec-managerial,10,50,0,FGov,MCS,SC,M,White,57,AC,>50K
291529,52.0,NotF,0,United-States,Machine-op-inspct,6,59,0,Priv,W,10,M,White,102,AC,<=50K
29980,10.0,Other,1848,United-States,Farming-fishing,4,69,0,SelfNotInc,NM,7-8,M,White,3758,AC,<=50K
169180,45.0,NotM,0,United-States,Other-service,10,45,0,Priv,W,SC,F,White,77,DC,<=50K
162003,40.0,NotF,0,United-States,Machine-op-inspct,10,43,0,Priv,D,SC,M,White,-18,AC,<=50K
343646,40.0,NotF,0,Mexico,Protective-serv,13,39,0,SGov,D,B,M,White,57,AC,>50K
197583,20.0,OwnC,0,United-States,Adm-clerical,10,21,0,Priv,NM,SC,F,White,32,DC,<=50K
305874,40.0,OwnC,0,United-States,Transport-moving,10,20,0,Priv,NM,SC,M,White,82,AC,<=50K
378104,40.0,OwnC,0,United-States,Handlers-cleaners,9,22,0,Priv,NM,HSG,M,White,22,AC,<=50K
171589,40.0,H,7688,United-States,Craft-repair,11,44,0,LGov,MCS,AV,M,White,15468,AC,>50K
86808,40.0,Other,0,United-States,Prof-specialty,13,30,0,Priv,NM,B,F,White,77,DC,<=50K
211162,40.0,H,0,United-States,Exec-managerial,9,68,0,Priv,MCS,HSG,M,White,87,AC,<=50K
58126,40.0,H,0,United-States,Craft-repair,9,46,0,Priv,MCS,HSG,M,White,77,AC,<=50K
101265,40.0,NotM,0,Italy,Machine-op-inspct,8,61,0,Priv,W,12,F,White,57,DC,<=50K
168943,30.0,W,0,United-States,Exec-managerial,13,25,0,Priv,MCS,B,F,White,87,DC,>50K
167309,40.0,H,0,United-States,Adm-clerical,13,30,1902,Priv,MCS,B,M,White,72,AC,>50K
27415,40.0,OwnC,0,United-States,?,7,23,0,?,NM,11,,Amer-Indian-Eskimo,57,AC,<=50K
199368,50.0,H,0,United-States,Protective-serv,13,31,0,LGov,MCS,B,M,Black,77,AC,>50K
370548,30.0,NotF,0,United-States,Craft-repair,11,22,0,Priv,NM,AV,M,White,72,AC,<=50K
512992,45.0,H,0,United-States,Prof-specialty,7,69,0,Priv,MCS,11,,Black,72,AC,<=50K
329752,30.0,H,0,United-States,Transport-moving,7,46,0,LGov,MCS,11,M,White,52,AC,<=50K
188693,,H,0,United-States,Prof-specialty,14,40,0,SGov,MCS,M,M,White,57,AC,>50K
74040,40.0,NotF,0,United-States,Other-service,184,73,0,SGov,D,7-8,F,Asian-Pac-Islander,27,DC,<=50K
247082,50.0,NotF,0,United-States,Exec-managerial,9,41,0,Priv,D,HSG,M,White,102,AC,<=50K
182308,40.0,H,0,United-States,Prof-specialty,10,26,0,Priv,MCS,SC,M,White,67,AC,<=50K
72953,40.0,OwnC,0,United-States,?,10,21,0,?,NM,SC,M,White,82,AC,<=50K
152795,40.0,H,0,United-States,Craft-repair,10,52,0,LGov,MCS,SC,,White,42,AC,<=50K
283806,40.0,NotF,0,United-States,Other-service,10,24,0,Priv,NM,SC,F,White,92,DC,<=50K
170070,30.0,OwnC,0,United-States,Other-service,12,24,0,Priv,D,AA,F,White,22,DC,<=50K
190747,40.0,H,0,United-States,Machine-op-inspct,9,58,0,Priv,MCS,HSG,M,White,27,AC,<=50K
207301,40.0,W,0,United-States,Adm-clerical,9,31,0,FGov,MCS,HSG,F,White,37,DC,>50K
253856,20.0,H,0,United-States,Transport-moving,13,29,0,Priv,MCS,B,M,White,52,AC,<=50K
174666,80.0,NotF,0,United-States,?,6,28,0,?,S,10,M,White,67,AC,<=50K
213620,40.0,OwnC,0,United-States,Other-service,9,45,0,Priv,NM,HSG,F,White,72,DC,<=50K
99374,40.0,NotF,0,United-States,Craft-repair,10,36,0,Priv,D,SC,M,White,77,AC,<=50K
238680,55.0,NotF,0,Outlying-US(Guam-USVI-etc),Sales,10,29,0,Priv,NM,SC,M,Black,72,AC,<=50K
195576,50.0,OwnC,3325,United-States,Prof-specialty,10,30,0,Priv,NM,SC,M,White,6722,AC,<=50K
29235,40.0,NotF,0,United-States,Prof-specialty,12,34,0,Priv,D,AA,F,White,32,DC,<=50K
205860,,H,0,United-States,Exec-managerial,14,70,0,SelfNotInc,MCS,M,M,Black,27,AC,<=50K
123983,55.0,H,0,Japan,Prof-specialty,13,36,0,Priv,MCS,B,M,Asian-Pac-Islander,32,AC,>50K
147629,45.0,H,15024,United-States,Prof-specialty,14,50,0,Priv,MCS,M,M,White,30090,AC,>50K
