residential_status,loan_rate,loan_amount,loan_purpose,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months,loan_approval_status
Mortgage,11.12,8000.0,Business,5.0,2,21,151000,Very Good,No,0.05,B,28.0,Approved
Renter,7.29,1000.0,Health,0.0,4,25,33000,Excellent,No,0.03,C,59.0,Approved
Mortgage,9.76,18000.0,Business,12.0,7,28,99000,Very Good,No,0.18,B,90.0,Approved
Mortgage,,5000.0,Health,9.0,7,28,95000,Good,Yes,0.05,B,85.0,Approved
Renter,7.29,8775.0,Study,4.0,2,22,46104,Excellent,No,0.19,C,28.0,Approved
Renter,,6000.0,Study,4.0,2,26,40000,Very Good,No,0.15,C,26.0,Approved
Mortgage,9.63,8000.0,Home Improvement,8.0,13,45,48000,Excellent,No,0.17,B,164.0,Approved
Renter,8.9,5000.0,Study,0.0,4,25,28800,Excellent,,0.17,C,54.0,Approved
Renter,15.31,6000.0,Business,0.0,3,25,39396,Fair,Yes,0.15,C,41.0,Declined
Owner,9.63,8000.0,Home Improvement,9.0,2,25,42000,Excellent,No,0.19,A,26.0,Approved
Mortgage,16.0,13000.0,Health,4.0,6,32,67150,Fair,Yes,0.16,B,,Declined
Renter,9.91,12000.0,Business,5.0,2,24,80000,Very Good,No,0.15,C,33.0,Approved
Renter,14.54,7200.0,Debt Consolidation,4.0,3,23,31000,Fair,No,0.23,C,42.0,Declined
Renter,6.17,9000.0,Business,2.0,2,23,60000,Excellent,No,0.15,C,35.0,Approved
Renter,8.88,5000.0,Health,2.0,7,28,72467,Very Good,No,0.07,C,85.0,Approved
Mortgage,,15900.0,Study,9.0,6,29,58000,Very Good,No,0.27,B,77.0,Approved
Renter,16.07,25000.0,Personal,8.0,3,24,134000,Fair,Yes,0.19,C,41.0,Approved
Mortgage,5.79,6000.0,Business,2.0,2,24,62500,Excellent,No,0.1,B,25.0,Approved
Owner,10.99,9200.0,Business,3.0,2,26,30200,Very Good,No,0.3,A,27.0,Approved
Renter,11.49,5050.0,Home Improvement,1.0,2,25,66000,Very Good,No,0.08,C,27.0,Approved
Renter,7.51,5600.0,Debt Consolidation,16.0,7,32,43000,Excellent,No,0.13,C,90.0,Approved
Renter,17.19,18000.0,Business,2.0,3,26,53000,Poor,Yes,0.34,C,43.0,Declined
Renter,10.99,4350.0,Home Improvement,0.0,16,46,50000,Very Good,No,0.09,C,197.0,Approved
Mortgage,,5250.0,Debt Consolidation,3.0,2,22,36000,Excellent,No,0.15,B,26.0,Approved
Renter,10.74,3000.0,Personal,1.0,3,24,40000,Very Good,No,0.07,C,,Approved
Renter,8.9,13000.0,Debt Consolidation,4.0,2,24,110000,Excellent,No,0.12,C,,Approved
Owner,14.09,3790362262.5000005,Home Improvement,1.0,8,28,60000,Fair,Yes,0.37,A,102.0,Approved
Renter,,12000.0,Business,4.0,2,26,110000,Very Good,No,0.11,C,32.0,Approved
Mortgage,7.29,9275.0,Study,4.0,7,33,44004,Excellent,No,0.21,B,95.0,Approved
Renter,12.84,15000.0,Personal,7.0,3,23,45000,Good,No,0.33,C,47.0,Declined
Renter,,2450.0,Business,1.0,2,26,16000,Fair,Yes,0.15,C,,Declined
Renter,11.83,13000.0,Debt Consolidation,2.0,4,24,56000,Very Good,No,0.23,C,56.0,Approved
Renter,10.99,7000.0,Personal,7.0,4,23,34482,Very Good,No,0.2,C,58.0,Approved
Renter,9.76,15000.0,Home Improvement,2.0,17,37,175000,Very Good,No,0.09,C,215.0,Approved
Renter,12.69,15000.0,Personal,4.0,21,53,138000,Very Good,No,0.11,C,260.0,Declined
Renter,7.29,8000.0,Personal,0.0,10,31,552000,Excellent,No,0.01,C,124.0,Approved
Mortgage,10.38,2000.0,Health,8.0,3,24,96000,Very Good,No,0.02,B,47.0,Approved
Renter,7.51,8875.0,Study,1.0,4,25,30000,Excellent,No,0.3,C,57.0,Approved
Renter,19.42,6000.0,Business,2.0,10,33,30000,Poor,No,0.2,C,125.0,Declined
Renter,11.86,6500.0,Debt Consolidation,7.0,2,22,63211,Very Good,No,0.1,C,29.0,Approved
Renter,14.27,7500.0,Business,4.0,5,30,57000,Good,No,0.13,C,69.0,Approved
Mortgage,11.14,10000.0,Study,0.0,4,23,98400,Very Good,No,0.1,B,58.0,Approved
Renter,12.99,6000.0,Study,2.0,13,39,55000,Good,No,0.11,C,157.0,Approved
Renter,15.62,5000.0,Study,1.0,4,22,49000,Fair,Yes,0.1,C,51.0,Declined
Mortgage,7.51,1000.0,Study,6.0,14,44,36000,Excellent,No,0.03,B,,Approved
Renter,12.53,9250.0,Debt Consolidation,0.0,3,21,13000,Good,No,0.71,C,47.0,Declined
Renter,10.65,4000.0,Health,2.0,8,27,20000,Very Good,No,0.2,C,107.0,Approved
Mortgage,8.59,8000.0,Study,8.0,10,29,40000,Excellent,,0.2,B,124.0,Approved
Renter,12.42,19600.0,Study,2.0,4,22,75000,Very Good,No,0.26,C,59.0,Approved
Mortgage,7.88,12000.0,Health,3.0,8,34,47300,Excellent,No,0.25,B,97.0,Approved
Renter,10.37,8000.0,Health,3.0,2,25,87000,Very Good,No,0.09,C,32.0,Approved
Mortgage,6.62,5000.0,Business,7.0,4,23,40000,Excellent,No,0.13,B,54.0,Approved
Mortgage,,4750.0,Debt Consolidation,6.0,3,22,40000,Excellent,,0.12,B,41.0,Approved
Mortgage,7.14,6400.0,Study,6.0,3,22,67807,Excellent,,0.09,B,46.0,Approved
Mortgage,7.66,3000.0,Study,3.0,10,29,60096,Excellent,No,0.05,B,129.0,Approved
Mortgage,9.62,2500.0,Study,4.0,6,29,64992,Very Good,No,0.04,B,80.0,Approved
Renter,11.99,9000.0,Study,6.0,4,22,33000,Very Good,No,0.27,C,54.0,Approved
Mortgage,6.92,8700.0,Health,5.0,3,22,66250,Excellent,,0.13,B,38.0,Approved
Mortgage,16.49,8000.0,Study,2.0,2,22,45000,Fair,No,0.18,B,32.0,Approved
Renter,11.83,15000.0,Business,4.0,3,23,60000,Very Good,No,0.25,C,41.0,Approved
Mortgage,9.64,2825.0,Health,3.0,17,42,70000,Very Good,,0.04,B,205.0,Approved
Renter,15.7,12800.0,Business,0.0,5,34,69000,Fair,No,0.19,C,63.0,Declined
Renter,6.54,20000.0,Study,0.0,8,30,156000,Excellent,No,0.13,C,101.0,Approved
Renter,6.0,7000.0,Personal,2.0,3,23,75000,Very Good,No,0.09,C,47.0,Approved
Mortgage,6.54,5000.0,Study,,4,22,60000,Excellent,No,0.08,B,52.0,Approved
Renter,16.29,8000.0,Home Improvement,4.0,3,22,19200,Fair,Yes,0.42,C,46.0,Declined
Owner,7.49,19750.0,Health,6.0,8,29,51000,Excellent,No,0.39,A,106.0,Approved
Renter,6.39,4500.0,Health,,10,30,51372,Excellent,No,0.09,C,127.0,Approved
Renter,14.61,12000.0,Personal,0.0,4,23,88000,Fair,Yes,0.14,C,52.0,Declined
Mortgage,5.79,6000.0,Home Improvement,3.0,6,29,30000,Excellent,No,0.2,B,,Approved
Mortgage,14.35,3000.0,Debt Consolidation,2.0,3,23,33000,Good,Yes,0.09,B,38.0,Approved
Mortgage,13.92,1500.0,Health,3.0,11,36,48000,Good,No,0.03,B,134.0,Declined
Mortgage,16.4,18000.0,Study,4.0,3,26,138000,Very Poor,No,0.13,B,47.0,Declined
Mortgage,12.42,9100.0,Debt Consolidation,6.0,7,35,66000,Very Good,No,0.14,B,86.0,Approved
Mortgage,12.69,31825.0,Health,5.0,8,30,70000,Very Good,No,0.45,B,98.0,Approved
Renter,8.59,7000.0,Personal,2.0,10,28,40000,Excellent,,0.17,C,127.0,Approved
Owner,10.99,23500.0,Home Improvement,4.0,5,31,200000,Very Good,No,0.12,A,65.0,Approved
Mortgage,12.68,7000.0,Business,1.0,6,29,48000,Good,Yes,0.15,B,76.0,Approved
Mortgage,10.25,12000.0,Debt Consolidation,7.0,3,23,105000,Very Good,No,0.11,B,44.0,Approved
Mortgage,12.99,6000.0,Personal,20.0,25,58,45600,Good,No,0.13,B,302.0,Approved
Mortgage,,18500.0,Study,8.0,2,24,130000,Excellent,No,0.14,B,30.0,Approved
Mortgage,9.63,1500.0,Study,6.0,2,26,92700,Very Good,No,0.02,B,33.0,Approved
Mortgage,17.58,4000.0,Health,3.0,3,26,34000,Fair,No,0.12,B,39.0,Declined
Renter,9.99,390522172.5,Debt Consolidation,0.0,16,37,100000,Very Good,,0.02,C,199.0,Approved
Mortgage,13.49,3500.0,Debt Consolidation,9.0,3,25,40000,Good,No,0.09,B,43.0,Approved
Renter,9.76,2000.0,Personal,12.0,10,29,80004,Very Good,No,0.02,C,131.0,Approved
Owner,14.96,7000.0,Study,6.0,4,26,150000,Fair,,0.05,A,50.0,Approved
Owner,11.83,21500.0,Business,14.0,14,44,140000,Very Good,No,0.15,A,178.0,Approved
Renter,11.36,1500.0,Health,2.0,3,22,57160,Very Good,No,0.03,C,47.0,Approved
Mortgage,8.94,12000.0,Business,7.0,6,31,294000,Excellent,No,0.04,B,,Approved
Mortgage,11.49,6000.0,Personal,3.0,8,29,46000,Very Good,No,0.13,B,98.0,Approved
Owner,8.94,3000.0,Home Improvement,2.0,2,24,20000,Excellent,No,0.15,A,,Approved
Renter,9.88,15000.0,Health,8.0,2,24,65000,Very Good,No,0.23,C,30.0,Approved
Renter,12.17,12000.0,Debt Consolidation,1.0,4,25,24000,Fair,Yes,0.5,C,55.0,Declined
Mortgage,7.51,9500.0,Personal,5.0,5,28,57000,Excellent,No,0.17,B,66.0,Approved
Mortgage,7.14,4000.0,Business,2.0,12,36,250000,Excellent,No,0.02,B,152.0,Approved
Renter,12.18,3000.0,Health,7.0,16,37,21600,Very Good,No,0.14,C,199.0,Approved
Renter,11.14,14000.0,Personal,3.0,5,28,42900,Very Good,,0.33,C,67.0,Declined
Renter,11.58,15000.0,Study,4.0,3,24,122000,Very Good,No,0.12,C,42.0,Approved
Renter,11.71,17500.0,Personal,2.0,3,25,95950,Very Good,,0.18,C,39.0,Approved
Renter,13.79,6600.0,Health,5.0,9,31,39000,Good,Yes,0.17,C,,Approved
Renter,13.49,10000.0,Business,0.0,3,22,26400,Good,No,0.38,C,,Declined
Mortgage,8.94,10000.0,Home Improvement,0.0,9,29,65000,Excellent,No,0.15,B,119.0,Approved
Mortgage,8.88,4500.0,Debt Consolidation,9.0,7,27,63000,Very Good,No,0.07,B,87.0,Approved
Mortgage,7.88,20000.0,Study,3.0,4,23,60000,Excellent,No,0.33,B,53.0,Approved
Renter,12.61,2000.0,Home Improvement,0.0,3,21,33000,Good,Yes,0.06,C,44.0,Declined
Mortgage,11.26,13000.0,Personal,13.0,6,29,74004,Very Good,No,0.18,B,79.0,Approved
Mortgage,15.7,14000.0,Personal,11.0,7,27,84000,Fair,Yes,0.17,B,87.0,Approved
Mortgage,15.96,2500.0,Debt Consolidation,18.0,10,34,98480,Good,No,0.03,B,126.0,Approved
Renter,12.18,20000.0,Home Improvement,2.0,4,24,61000,Very Good,No,0.33,C,57.0,Declined
Renter,13.22,7200.0,Study,5.0,4,23,60000,Good,No,0.12,C,51.0,Approved
Mortgage,10.65,20000.0,Personal,16.0,5,32,95000,Very Good,No,0.21,B,71.0,Approved
Renter,14.46,18000.0,Debt Consolidation,1.0,9,30,168000,Fair,Yes,0.11,C,109.0,Declined
Renter,12.23,10000.0,Home Improvement,0.0,7,35,38469,Good,Yes,0.26,C,,Declined
Renter,6.54,10000.0,Business,7.0,2,23,52000,Excellent,No,0.19,C,30.0,Approved
Mortgage,6.92,6000.0,Business,3.0,9,33,50400,Excellent,No,0.12,B,116.0,Approved
Renter,14.65,18000.0,Personal,6.0,7,29,42000,Good,No,0.43,C,91.0,Declined
Mortgage,7.74,8500.0,Study,7.0,3,23,42048,Excellent,No,0.2,B,46.0,Approved
Renter,12.53,6000.0,Study,0.0,4,23,54000,Good,,0.11,C,58.0,Approved
Renter,13.23,12000.0,Study,11.0,10,30,96000,Good,No,0.13,C,127.0,Approved
Mortgage,6.03,14000.0,Personal,5.0,10,31,40000,Excellent,No,0.35,B,131.0,Approved
Mortgage,5.79,10000.0,Business,6.0,2,22,55000,Excellent,No,0.18,B,,Approved
Mortgage,11.11,6000.0,Study,12.0,5,28,70356,Very Good,No,0.09,B,70.0,Approved
Renter,12.53,12000.0,Business,3.0,6,27,48996,Very Good,No,0.24,C,73.0,Approved
Mortgage,7.88,12300.0,Personal,5.0,7,28,56864,Excellent,No,0.22,B,90.0,Approved
Owner,8.94,6000.0,Study,3.0,2,22,50000,Excellent,No,0.12,A,26.0,Approved
Renter,,8900.0,Health,2.0,7,32,49500,Very Good,No,0.18,C,95.0,Approved
Mortgage,5.42,3000.0,Health,12.0,5,28,33600,Excellent,No,0.09,B,70.0,Approved
Mortgage,9.63,1527630851.25,Debt Consolidation,7.0,3,23,28800,Very Good,No,0.29,B,38.0,Approved
Renter,15.21,19200.0,Study,3.0,4,23,55000,Fair,No,0.35,C,56.0,Declined
Mortgage,6.99,8000.0,Debt Consolidation,7.0,10,30,96000,Excellent,No,0.08,B,128.0,Approved
Mortgage,9.25,10750.0,Study,6.0,2,22,82000,Very Good,No,0.13,B,34.0,Approved
Renter,13.16,10800.0,Business,2.0,4,24,45996,Good,No,0.23,C,53.0,Approved
Mortgage,8.0,4400.0,Study,4.0,3,25,33000,Excellent,,0.13,B,43.0,Approved
Mortgage,10.39,10000.0,Health,0.0,30,53,34000,Very Good,No,0.29,B,361.0,Declined
Unknown,12.21,16000.0,Business,0.0,4,23,58000,Very Good,No,0.28,D,54.0,Approved
Mortgage,11.86,861445968.7500001,Study,2.0,16,39,73000,Very Good,,0.07,B,197.0,Declined
Renter,9.32,6400.0,Health,6.0,4,22,110000,Excellent,No,0.06,C,54.0,Approved
Renter,8.49,6000.0,Health,2.0,6,29,75000,Excellent,No,0.08,C,73.0,Approved
Renter,10.99,5000.0,Business,1.0,4,23,88000,Very Good,No,0.06,C,58.0,Approved
Renter,12.42,5900.0,Study,2.0,3,21,14400,Very Good,,0.41,C,47.0,Declined
Renter,13.79,5600.0,Personal,0.0,4,25,29004,Good,No,0.19,C,53.0,Declined
Mortgage,,10375.0,Health,6.0,4,22,45975,Very Good,No,0.23,B,52.0,Approved
Mortgage,8.7,3000.0,Health,5.0,3,22,62000,Very Good,No,0.05,B,38.0,Approved
Owner,12.84,6000.0,Health,2.0,9,28,42000,Good,No,0.14,A,116.0,Approved
Renter,14.11,10000.0,Home Improvement,1.0,7,29,39000,Fair,Yes,0.26,C,87.0,Declined
Mortgage,7.68,4950.0,Health,1.0,4,21,35000,Excellent,,0.14,B,49.0,Approved
Renter,15.96,6500.0,Health,1.0,7,29,50000,Good,No,0.13,C,86.0,Approved
Mortgage,5.42,9950.0,Health,10.0,7,31,100000,Excellent,No,0.1,B,94.0,Approved
Mortgage,7.51,10000.0,Personal,11.0,12,41,57000,Excellent,,0.18,B,147.0,Approved
Mortgage,5.79,6000.0,Debt Consolidation,8.0,4,24,154000,Excellent,No,0.04,B,50.0,Approved
Mortgage,,3200.0,Personal,14.0,8,30,62496,Very Good,No,0.05,B,,Approved
Renter,6.99,1775.0,Debt Consolidation,5.0,2,23,22800,Excellent,No,0.08,C,30.0,Approved
Mortgage,7.49,3600.0,Personal,5.0,24,59,40000,Excellent,No,0.09,B,295.0,Approved
Renter,11.71,2875.0,Personal,6.0,10,27,17000,Very Good,No,0.17,C,124.0,Declined
Renter,8.94,7000.0,Business,1.0,3,26,36000,Excellent,No,0.19,C,39.0,Approved
Owner,13.47,2297189250.0,Business,1.0,9,28,42000,Good,No,0.36,A,118.0,Approved
Renter,16.49,10000.0,Health,4.0,6,31,60775,Fair,,0.14,C,82.0,Declined
Mortgage,10.39,7500.0,Debt Consolidation,1.0,2,24,27000,Very Good,,0.28,B,27.0,Approved
Renter,15.7,14400.0,Health,4.0,4,24,29000,Fair,,0.5,C,49.0,Declined
Mortgage,10.25,10000.0,Debt Consolidation,2.0,12,36,61000,Very Good,No,0.16,B,,Approved
Mortgage,7.51,24000.0,Personal,9.0,13,36,75000,Excellent,No,0.32,B,162.0,Approved
Mortgage,,12000.0,Business,2.0,3,26,45000,Very Good,No,0.27,B,39.0,Approved
Mortgage,13.8,18000.0,Business,5.0,3,21,53000,Good,Yes,0.34,B,39.0,Approved
Renter,12.84,4500.0,Health,8.0,3,24,40000,Good,No,0.11,C,39.0,Approved
Mortgage,15.21,8000.0,Debt Consolidation,6.0,13,37,40680,Fair,No,0.2,B,158.0,Declined
Mortgage,5.99,12000.0,Study,3.0,16,43,77000,Excellent,No,0.16,B,199.0,Approved
Mortgage,7.51,10000.0,Business,6.0,9,32,30000,Excellent,,0.33,B,110.0,Approved
Owner,9.91,2500.0,Home Improvement,2.0,2,26,53000,Very Good,No,0.05,A,26.0,Approved
Renter,11.83,3500.0,Debt Consolidation,1.0,3,24,78000,Very Good,No,0.04,C,40.0,Declined
Renter,,6450.0,Home Improvement,4.0,3,22,29361,Very Good,No,0.22,C,40.0,Declined
Mortgage,8.59,10000.0,Personal,3.0,8,27,41000,Excellent,No,0.24,B,98.0,Approved
Mortgage,15.62,21000.0,Personal,14.0,14,36,59617,Fair,No,0.35,B,177.0,Approved
Mortgage,11.49,3575.0,Personal,0.0,7,29,50000,Very Good,,0.07,B,87.0,Approved
Renter,15.65,16800.0,Health,1.0,4,24,62900,Fair,No,0.23,C,55.0,Declined
Renter,12.53,4000.0,Study,3.0,4,23,47004,Good,Yes,0.09,C,49.0,Approved
Renter,10.39,4000.0,Health,6.0,9,27,30000,Very Good,No,0.13,C,116.0,Approved
Renter,15.62,3200.0,Debt Consolidation,,4,22,30000,Fair,Yes,0.11,C,51.0,Declined
Mortgage,6.76,7500.0,Debt Consolidation,5.0,4,25,90000,Excellent,No,0.08,B,56.0,Approved
Renter,11.66,6000.0,Study,0.0,3,23,39996,Good,No,0.15,C,47.0,Approved
Renter,15.23,6000.0,Personal,2.0,6,30,28800,Good,Yes,0.21,C,78.0,Approved
Renter,,9000.0,Business,2.0,4,23,60000,Excellent,No,0.15,C,50.0,Approved
Renter,12.23,12250.0,Business,1.0,4,24,61400,Good,No,0.2,C,50.0,Approved
Renter,9.99,7000.0,Debt Consolidation,3.0,3,22,35350,Very Good,No,0.2,C,46.0,Approved
Mortgage,15.65,20000.0,Study,1.0,2,25,115000,Fair,Yes,0.17,B,30.0,Approved
Renter,11.11,1500.0,Health,,11,39,11820,Very Good,No,0.13,C,143.0,Approved
Mortgage,6.03,4000.0,Debt Consolidation,2.0,7,35,60000,Excellent,No,0.07,B,85.0,Approved
Renter,,6000.0,Health,0.0,9,30,32000,Very Good,No,0.19,C,114.0,Approved
Renter,8.59,7000.0,Business,7.0,3,24,56000,Excellent,No,0.13,C,38.0,Approved
Mortgage,,10000.0,Personal,13.0,5,29,39000,Fair,No,0.26,B,63.0,Declined
Renter,7.88,6000.0,Personal,9.0,9,27,21600,Excellent,No,0.28,C,118.0,Approved
Owner,6.99,7125.0,Business,,3,21,21600,Excellent,No,0.33,A,45.0,Approved
Renter,8.9,7000.0,Health,0.0,4,22,30000,Excellent,No,0.23,C,50.0,Approved
Renter,14.35,15000.0,Business,5.0,7,33,82000,Good,No,0.18,C,95.0,Approved
Renter,7.88,18000.0,Home Improvement,14.0,14,40,55000,Excellent,No,0.33,C,171.0,Declined
Renter,11.36,25000.0,Debt Consolidation,5.0,5,33,125000,Very Good,No,0.2,C,68.0,Approved
Renter,14.65,909304078.1250001,Health,7.0,2,23,54000,Good,No,0.18,C,31.0,Approved
Mortgage,5.79,4000.0,Debt Consolidation,3.0,7,29,51540,Excellent,No,0.08,B,,Approved
Renter,11.11,12000.0,Debt Consolidation,4.0,3,26,30000,Very Good,No,0.4,C,40.0,Declined
Mortgage,9.99,12000.0,Personal,12.0,5,28,61000,Very Good,No,0.2,B,65.0,Approved
Renter,19.04,25000.0,Debt Consolidation,4.0,16,40,98004,Very Poor,Yes,0.26,C,202.0,Declined
Renter,15.28,20000.0,Study,7.0,4,23,99000,Fair,No,0.2,C,50.0,Approved
Renter,15.37,2000.0,Health,8.0,4,24,57996,Fair,No,0.03,C,49.0,Declined
Renter,11.97,7500.0,Home Improvement,7.0,4,23,62844,Good,,0.12,C,50.0,Declined
Mortgage,7.66,8000.0,Study,8.0,5,27,90000,Excellent,No,0.09,B,61.0,Approved
Renter,13.23,10000.0,Health,5.0,17,41,54000,Good,Yes,0.19,C,211.0,Approved
Renter,,5400.0,Health,0.0,4,23,21600,Good,Yes,0.25,C,53.0,Approved
Owner,10.99,25000.0,Health,2.0,7,35,75000,Very Good,No,0.33,A,86.0,Approved
Owner,6.03,10000.0,Study,,5,34,50000,Excellent,No,0.2,A,71.0,Approved
Owner,15.62,5000.0,Study,,10,29,75000,Fair,No,0.07,A,127.0,Approved
Renter,10.37,4975.0,Personal,5.0,10,27,30000,Very Good,No,0.17,C,129.0,Approved
Owner,12.42,21000.0,Personal,5.0,2,23,75000,Very Good,No,0.28,A,25.0,Approved
Renter,11.12,1800.0,Home Improvement,5.0,3,24,168288,Very Good,,0.01,C,40.0,Approved
Mortgage,15.65,10000.0,Study,7.0,9,30,82500,Fair,Yes,0.12,B,118.0,Approved
Renter,10.28,7000.0,Home Improvement,2.0,6,29,55400,Good,Yes,0.13,C,83.0,Approved
Mortgage,5.99,9250.0,Personal,7.0,4,23,57000,Excellent,No,0.16,B,,Approved
Mortgage,,8000.0,Study,1.0,3,26,53000,Excellent,No,0.15,B,41.0,Approved
Mortgage,11.71,12000.0,Home Improvement,4.0,6,32,75000,Very Good,No,0.16,B,79.0,Approved
Mortgage,13.23,5000.0,Business,3.0,7,28,64000,Good,,0.08,B,95.0,Approved
Mortgage,8.49,2250.0,Personal,8.0,3,25,48000,Excellent,No,0.05,B,40.0,Declined
Renter,8.59,10000.0,Study,0.0,2,23,36000,Excellent,No,0.28,C,31.0,Approved
Mortgage,11.71,3100.0,Personal,5.0,2,24,55000,Very Good,No,0.06,B,27.0,Approved
Mortgage,19.74,25000.0,Business,3.0,4,24,75000,Very Poor,No,0.33,B,54.0,Approved
Mortgage,10.25,10000.0,Health,5.0,13,43,35300,Very Good,No,0.28,B,163.0,Approved
Mortgage,6.03,5875.0,Personal,8.0,2,24,62000,Excellent,No,0.09,B,31.0,Approved
Renter,12.73,12000.0,Business,3.0,8,31,64450,Good,No,0.19,C,100.0,Approved
Renter,10.74,6000.0,Personal,1.0,2,25,56000,Very Good,No,0.11,C,34.0,Approved
Renter,9.25,10000.0,Business,0.0,3,23,48000,Very Good,No,0.21,C,,Approved
Owner,9.88,10000.0,Business,7.0,3,23,93000,Very Good,No,0.11,A,46.0,Approved
Mortgage,17.49,28000.0,Debt Consolidation,7.0,10,29,173000,Fair,Yes,0.16,B,,Declined
Renter,10.38,20000.0,Study,0.0,16,40,110000,Very Good,No,0.18,C,203.0,Approved
Mortgage,11.86,2100.0,Study,9.0,2,25,62000,Very Good,No,0.03,B,29.0,Approved
Renter,12.84,1000.0,Personal,3.0,3,22,24000,Good,Yes,0.04,C,47.0,Approved
Owner,14.22,1400.0,Home Improvement,9.0,3,25,60000,Good,Yes,0.02,A,40.0,Approved
Renter,17.19,25000.0,Health,2.0,8,31,57800,Poor,No,0.37,C,107.0,Declined
Renter,,2000.0,Debt Consolidation,1.0,3,22,33000,Excellent,,0.06,C,43.0,Approved
Renter,12.68,4800.0,Health,7.0,3,22,50000,Good,No,0.1,C,37.0,Approved
Mortgage,10.36,10000.0,Health,6.0,4,24,71000,Very Good,No,0.14,B,50.0,Approved
Renter,7.9,16000.0,Personal,1.0,17,50,50000,Excellent,No,0.32,C,210.0,Declined
Renter,10.65,4150.0,Business,4.0,2,23,100000,Very Good,No,0.04,C,25.0,Approved
Renter,11.83,2000.0,Health,1.0,2,24,38000,Very Good,No,0.05,C,27.0,Approved
Owner,8.0,5500.0,Business,5.0,2,24,60400,Excellent,No,0.09,A,31.0,Approved
Mortgage,,5000.0,Business,2.0,4,25,48000,Very Good,No,0.1,B,53.0,Approved
Renter,5.79,11200.0,Personal,3.0,4,24,180000,Excellent,,0.06,C,56.0,Approved
Mortgage,15.23,9600.0,Personal,1.0,10,28,300000,Good,Yes,0.03,B,,Approved
Renter,11.49,6400.0,Health,5.0,4,25,30500,Very Good,No,0.21,C,55.0,Approved
Mortgage,14.46,2000.0,Study,0.0,4,21,30000,Fair,Yes,0.07,B,52.0,Approved
Mortgage,5.99,4824097425.0,Personal,3.0,5,31,258000,Excellent,No,0.11,B,62.0,Approved
Renter,11.86,5000.0,Home Improvement,3.0,2,26,54996,Very Good,No,0.09,C,30.0,Approved
Mortgage,9.63,9000.0,Study,1.0,2,23,43000,Excellent,,0.21,B,,Approved
Mortgage,6.54,4500.0,Health,9.0,4,25,39000,Excellent,No,0.12,B,54.0,Approved
Owner,6.99,7000.0,Business,11.0,6,28,91000,Excellent,No,0.08,A,77.0,Approved
Renter,13.55,12000.0,Study,9.0,3,25,70000,Fair,Yes,0.17,C,40.0,Approved
Mortgage,9.91,19450.0,Business,6.0,10,29,82600,Very Good,No,0.24,B,123.0,Approved
Renter,11.59,7500.0,Home Improvement,2.0,3,26,116600,Good,Yes,0.06,C,,Approved
Renter,5.99,5000.0,Debt Consolidation,5.0,3,26,15600,Excellent,No,0.32,C,37.0,Declined
Renter,18.43,10000.0,Business,3.0,3,25,74000,Very Poor,Yes,0.14,C,40.0,Declined
Mortgage,8.9,7000.0,Health,9.0,9,30,70000,Excellent,No,0.1,B,110.0,Approved
Renter,8.9,3600.0,Debt Consolidation,9.0,3,25,55000,Excellent,No,0.07,C,,Approved
Renter,11.03,5600.0,Health,0.0,4,23,50000,Good,Yes,0.11,C,53.0,Approved
Renter,14.61,15000.0,Personal,3.0,4,22,55000,Fair,Yes,0.27,C,54.0,Approved
Owner,12.42,12000.0,Study,4.0,4,22,41600,Very Good,,0.29,A,50.0,Approved
Mortgage,7.9,15000.0,Debt Consolidation,7.0,3,23,60000,Excellent,No,0.25,B,,Approved
Renter,12.42,5000.0,Personal,4.0,7,28,48879,Very Good,No,0.1,C,,Approved
Mortgage,11.86,12000.0,Personal,15.0,18,59,83768,Very Good,No,0.14,B,,Approved
Owner,12.18,25000.0,Health,3.0,10,33,100000,Very Good,No,0.25,A,130.0,Approved
Renter,10.59,1608032475.0000002,Personal,3.0,27,59,175000,Very Good,No,0.07,C,331.0,Approved
Mortgage,,15000.0,Home Improvement,3.0,8,31,73000,Very Good,No,0.21,B,98.0,Approved
Mortgage,6.54,20000.0,Personal,4.0,3,23,60000,Excellent,No,0.33,B,45.0,Approved
Mortgage,12.61,2000.0,Personal,6.0,4,22,30000,Good,No,0.07,B,,Approved
Mortgage,11.36,12000.0,Home Improvement,7.0,8,27,65000,Very Good,No,0.18,B,107.0,Approved
Renter,7.49,10000.0,Health,13.0,8,29,63000,Excellent,No,0.16,C,102.0,Approved
Renter,15.05,1600.0,Health,0.0,5,28,24000,Fair,No,0.07,C,65.0,Declined
Mortgage,7.51,10000.0,Home Improvement,14.0,13,37,160000,Excellent,No,0.06,B,163.0,Approved
Mortgage,5.42,3000.0,Personal,,12,47,18000,Excellent,No,0.17,B,148.0,Declined
Mortgage,13.98,25000.0,Study,5.0,3,21,87500,Good,Yes,0.29,B,45.0,Approved
Mortgage,13.49,35000.0,Health,10.0,14,41,381450,Good,Yes,0.09,B,172.0,Approved
Renter,13.49,4000.0,Business,8.0,4,24,70000,Good,Yes,0.06,C,54.0,Approved
Mortgage,,16000.0,Business,0.0,6,27,100000,Good,Yes,0.16,B,83.0,Approved
Renter,13.61,10000.0,Home Improvement,4.0,4,24,120000,Good,Yes,0.08,C,58.0,Approved
