residential_status,loan_rate,loan_amount,loan_purpose,loan_approval_status,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months
Mortgage,12.69,11000,Home Improvement,Approved,3.0,2,26,46000,Very Good,No,0.24,B,34
Owner,7.51,5500,Personal,Approved,2.0,2,26,34656,Excellent,No,0.16,A,33
Mortgage,5.42,4250,Business,Approved,6.0,5,33,72000,Excellent,No,0.06,B,66
Renter,13.49,8400,Personal,Approved,3.0,14,38,42552,Good,No,0.2,C,169
Renter,7.14,9000,Debt Consolidation,Approved,2.0,10,34,47700,Excellent,No,0.19,C,129
Renter,,10000,Study,Declined,2.0,6,33,44784,Fair,No,0.22,C,79
Renter,13.22,4000,Health,Approved,0.0,5,35,50000,Good,Yes,0.08,C,66
Owner,11.86,16000,Study,Approved,0.0,3,23,86400,Fair,No,0.19,A,47
Mortgage,10.37,4000,Debt Consolidation,Approved,0.0,7,33,150000,Very Good,No,0.03,B,94
Mortgage,,10000,Home Improvement,Approved,2.0,5,29,96000,Excellent,No,0.1,B,62
Renter,15.33,12000,Health,Declined,14.0,9,32,703800,Fair,Yes,0.01,C,109
Renter,11.11,9600,Personal,Approved,0.0,11,38,40000,Very Good,No,0.24,C,134
Mortgage,14.96,9600,Study,Approved,6.0,4,22,67350,Fair,No,0.14,B,54
Renter,16.32,10000,Study,Approved,3.0,9,27,160000,Poor,Yes,0.06,C,116
Mortgage,6.54,3800,Home Improvement,Approved,0.0,3,26,35000,Excellent,No,0.11,B,37
Renter,7.51,10000,Home Improvement,Approved,7.0,11,37,60000,Excellent,No,0.17,C,143
Renter,10.83,20000,Debt Consolidation,Declined,5.0,2,23,59004,Very Good,No,0.34,C,35
Renter,9.99,20000,Home Improvement,Approved,5.0,2,25,70000,Very Good,No,0.29,C,28
Renter,10.65,5000,Health,Approved,5.0,3,21,35000,Very Good,No,0.14,C,42
Mortgage,5.79,12000,Personal,Approved,9.0,2,25,70000,Excellent,No,0.17,B,34
Mortgage,14.65,11500,Health,Approved,10.0,4,26,53000,Good,No,0.22,B,55
Mortgage,7.49,24000,Study,Approved,5.0,10,33,103000,Excellent,No,0.23,B,122
Renter,7.9,3600,Study,Declined,0.0,6,28,14400,Excellent,No,0.25,C,83
Mortgage,6.91,20000,Business,Approved,5.0,2,23,86250,Excellent,No,0.23,B,32
Renter,21.36,2500,Debt Consolidation,Declined,0.0,7,34,28800,Very Poor,No,0.09,C,86
Renter,8.49,14400,Study,Approved,5.0,2,25,85000,Excellent,No,0.17,C,33
Renter,14.83,25000,Debt Consolidation,Declined,7.0,2,26,54000,Fair,Yes,0.46,C,26
Mortgage,,25600,Study,Approved,6.0,4,23,60000,Good,No,0.43,B,59
Renter,6.91,3000,Study,Approved,0.0,2,23,50000,Excellent,No,0.06,C,32
Renter,15.65,9000,Debt Consolidation,Declined,0.0,4,26,30000,Fair,Yes,0.3,C,54
Mortgage,6.91,20000,Study,Approved,5.0,4,21,165000,Excellent,No,0.12,B,59
Mortgage,,23200,Home Improvement,Approved,0.0,9,27,75000,Fair,No,0.31,B,117
Mortgage,7.51,10500,Business,Approved,8.0,2,23,48000,Excellent,No,0.22,B,29
Mortgage,,6000,Health,Approved,14.0,7,30,70000,Excellent,No,0.09,B,92
Mortgage,7.9,10000,Health,Approved,1.0,3,23,62000,Excellent,No,0.16,B,37
Renter,10.71,6000,Health,Approved,0.0,11,41,50000,Very Good,No,0.12,C,136
Renter,12.21,13600,Personal,Approved,6.0,4,22,70000,Very Good,No,0.19,C,53
Mortgage,6.62,5150,Business,Approved,2.0,2,26,28800,Excellent,No,0.18,B,25
Mortgage,13.8,2000,Study,Approved,6.0,5,27,68000,Good,No,0.03,B,62
Owner,,12000,Health,Approved,1.0,12,38,34296,Good,Yes,0.35,A,147
Renter,15.95,2200,Home Improvement,Declined,0.0,2,22,27996,Fair,Yes,0.08,C,29
Renter,13.8,4400,Debt Consolidation,Approved,10.0,4,26,95459,Good,No,0.05,C,59
Mortgage,6.03,5000,Health,Approved,6.0,2,22,54000,Excellent,No,0.09,B,29
Renter,9.32,6000,Health,Approved,2.0,10,27,35000,Excellent,No,0.17,C,130
Mortgage,7.51,9000,Study,Approved,4.0,7,28,52260,Excellent,No,0.17,B,92
Mortgage,7.29,4500,Health,Approved,13.0,6,29,103000,Excellent,No,0.04,B,78
Mortgage,10.36,2000,Personal,Approved,6.0,2,23,60000,Very Good,No,0.03,B,25
Unknown,11.34,20000,Personal,Declined,1.0,4,24,49000,Good,Yes,0.41,D,49
Renter,6.62,6000,Debt Consolidation,Approved,5.0,4,26,24000,Excellent,No,0.25,C,55
Renter,,3000,Debt Consolidation,Declined,0.0,3,23,13200,Good,No,0.23,C,38
Mortgage,12.68,3200,Study,Approved,0.0,2,23,37344,Good,Yes,0.09,B,34
Mortgage,10.75,13750,Business,Approved,4.0,3,22,70000,Very Good,No,0.2,B,43
Renter,6.03,1000,Study,Approved,2.0,2,23,40000,Excellent,No,0.03,C,32
Renter,10.91,12000,Study,Declined,0.0,2,26,35000,Good,Yes,0.34,C,35
Mortgage,6.99,15825,Health,Approved,10.0,3,26,51000,Excellent,No,0.31,B,39
Mortgage,11.89,25000,Health,Approved,7.0,2,25,72000,Very Good,No,0.35,B,26
Mortgage,17.56,12000,Debt Consolidation,Declined,2.0,4,24,64000,Poor,Yes,0.19,B,53
Owner,11.86,2550,Business,Approved,5.0,3,23,48000,Very Good,No,0.05,A,43
Mortgage,11.36,15000,Debt Consolidation,Approved,2.0,9,32,51000,Very Good,No,0.29,B,115
Mortgage,13.92,1500,Health,Declined,3.0,11,36,48000,Good,No,0.03,B,134
Mortgage,,1500,Personal,Approved,5.0,21,60,1900000,Excellent,No,0.0,B,262
Renter,6.91,20000,Home Improvement,Approved,2.0,7,33,98000,Excellent,No,0.2,C,92
Renter,11.86,10000,Study,Approved,2.0,3,25,48000,Very Good,No,0.21,C,43
Mortgage,11.48,6000,Business,Approved,1.0,2,25,34980,Very Good,No,0.17,B,30
Renter,11.49,3000,Study,Approved,2.0,4,21,27600,Very Good,No,0.11,C,53
Mortgage,7.49,5500,Home Improvement,Approved,9.0,6,28,90080,Excellent,No,0.06,B,80
Mortgage,,4800,Debt Consolidation,Approved,8.0,10,27,46576,Excellent,No,0.1,B,130
Renter,9.45,1000,Personal,Approved,0.0,17,38,61000,Very Good,No,0.02,C,215
Renter,13.85,3750,Health,Approved,2.0,4,22,27804,Good,Yes,0.13,C,58
Mortgage,11.12,25000,Home Improvement,Approved,9.0,14,41,171194,Very Good,No,0.15,B,173
Renter,13.22,5000,Health,Approved,4.0,14,38,39500,Good,No,0.13,C,169
Mortgage,7.9,6000,Business,Approved,16.0,8,32,170000,Excellent,No,0.04,B,107
Renter,5.79,2400,Personal,Approved,2.0,17,36,60000,Excellent,No,0.04,C,210
Renter,11.89,4500,Study,Approved,3.0,25,52,50000,Very Good,No,0.09,C,305
Mortgage,8.94,12000,Health,Approved,1.0,2,25,99800,Excellent,No,0.12,B,27
Mortgage,7.9,18000,Personal,Approved,7.0,9,27,140000,Excellent,No,0.13,B,110
Renter,9.99,4900,Health,Approved,0.0,3,24,51630,Very Good,No,0.09,C,45
Owner,11.48,5000,Personal,Approved,6.0,2,22,91200,Very Good,No,0.05,A,27
Mortgage,13.49,8000,Home Improvement,Approved,3.0,4,25,130000,Good,No,0.06,B,54
Mortgage,14.46,3000,Health,Declined,10.0,2,26,30576,Fair,Yes,0.1,B,34
Mortgage,14.65,9750,Study,Approved,6.0,2,22,69950,Good,No,0.14,B,33
Renter,7.9,8000,Study,Approved,6.0,6,28,75000,Excellent,No,0.11,C,76
Renter,,9975,Debt Consolidation,Approved,6.0,3,22,83200,Good,No,0.12,C,41
Mortgage,13.35,5000,Home Improvement,Approved,12.0,9,34,35000,Good,No,0.14,B,112
Mortgage,5.42,4000,Debt Consolidation,Approved,12.0,11,37,53532,Excellent,No,0.07,B,141
Renter,15.21,7800,Business,Approved,6.0,4,22,60000,Fair,No,0.13,C,52
Mortgage,,25000,Business,Approved,9.0,9,28,145000,Very Good,No,0.17,B,117
Mortgage,,4000,Personal,Approved,3.0,15,40,52200,Fair,No,0.08,B,185
Mortgage,,11000,Business,Approved,1.0,6,27,24000,Good,Yes,0.46,B,78
Mortgage,7.29,8000,Personal,Approved,5.0,3,24,27360,Excellent,No,0.29,B,45
Owner,6.62,17000,Health,Approved,7.0,2,23,44004,Excellent,No,0.39,A,34
Mortgage,12.53,6000,Health,Approved,3.0,2,22,36000,Very Good,No,0.17,B,32
Renter,6.76,4500,Health,Approved,0.0,2,25,43500,Excellent,No,0.1,C,32
Renter,7.9,21000,Study,Approved,1.0,3,26,97000,Excellent,No,0.22,C,38
Owner,,6400,Health,Approved,2.0,2,25,35000,Excellent,No,0.18,A,35
Renter,12.53,5550,Business,Approved,7.0,4,23,24000,Good,Yes,0.23,C,56
Mortgage,8.9,15000,Study,Approved,6.0,4,23,294000,Excellent,No,0.05,B,55
Renter,7.14,9000,Personal,Approved,1.0,2,23,57000,Excellent,No,0.16,C,35
Mortgage,7.88,20000,Business,Approved,10.0,4,26,300000,Excellent,No,0.07,B,51
Mortgage,9.91,3000,Home Improvement,Approved,13.0,17,43,83000,Very Good,No,0.04,B,209
Mortgage,13.85,15000,Debt Consolidation,Approved,3.0,6,29,88000,Good,Yes,0.17,B,76
Renter,16.89,5500,Personal,Approved,3.0,3,26,34000,Fair,Yes,0.16,C,39
Owner,11.49,8000,Business,Approved,7.0,9,28,70000,Very Good,No,0.11,A,109
Renter,9.99,5600,Study,Declined,0.0,15,38,30000,Very Good,No,0.19,C,183
Mortgage,,18000,Study,Approved,6.0,2,22,175000,Very Good,No,0.1,B,35
Mortgage,13.57,4000,Home Improvement,Approved,0.0,7,31,81600,Good,No,0.05,B,91
Renter,6.99,7575,Home Improvement,Approved,7.0,4,25,54000,Excellent,No,0.14,C,54
Renter,7.37,16800,Debt Consolidation,Approved,0.0,5,34,78000,Excellent,No,0.22,C,70
Owner,7.9,14000,Study,Approved,7.0,3,23,45600,Excellent,No,0.31,A,47
Renter,8.59,4000,Study,Approved,2.0,6,33,84996,Excellent,No,0.05,C,76
Renter,15.31,13000,Personal,Approved,3.0,2,25,52000,Fair,Yes,0.25,C,33
Owner,7.14,7000,Study,Approved,0.0,3,23,24000,Excellent,No,0.29,A,43
Renter,8.07,3500,Debt Consolidation,Approved,5.0,3,23,98000,Excellent,No,0.04,C,42
Mortgage,13.8,25000,Home Improvement,Approved,14.0,6,30,125000,Good,No,0.2,B,83
Mortgage,,6000,Personal,Approved,3.0,7,30,50000,Good,Yes,0.12,B,95
Mortgage,,20000,Study,Approved,6.0,2,25,96000,Very Good,No,0.21,B,27
Mortgage,12.18,20000,Debt Consolidation,Approved,1.0,3,26,157200,Very Good,No,0.13,B,45
Renter,12.8,5000,Health,Declined,6.0,5,34,25480,Fair,No,0.2,C,61
Renter,7.9,24000,Business,Declined,0.0,2,26,60000,Excellent,No,0.4,C,32
Renter,6.92,4200,Study,Approved,0.0,4,21,30000,Excellent,No,0.14,C,58
Owner,,14400,Personal,Approved,1.0,4,22,41604,Very Good,No,0.35,A,51
Mortgage,13.49,8000,Home Improvement,Approved,8.0,6,32,38000,Good,Yes,0.21,B,83
Renter,11.99,10000,Study,Approved,13.0,6,29,83000,Very Good,No,0.12,C,83
Mortgage,16.7,20000,Debt Consolidation,Declined,8.0,4,24,56000,Poor,Yes,0.36,B,55
Renter,11.86,7500,Study,Declined,14.0,5,33,30000,Very Good,No,0.25,C,65
Mortgage,8.49,5000,Study,Approved,0.0,4,23,82500,Excellent,No,0.06,B,55
Mortgage,11.14,20000,Home Improvement,Declined,3.0,12,39,138000,Very Good,No,0.14,B,152
Renter,15.95,12000,Health,Declined,3.0,9,27,62900,Fair,No,0.16,C,114
Mortgage,14.65,8400,Health,Declined,4.0,4,23,74800,Good,No,0.1,B,53
Renter,13.48,8400,Health,Approved,0.0,4,25,78600,Good,No,0.11,C,51
Owner,,7500,Business,Approved,0.0,3,25,22000,Poor,Yes,0.34,A,39
Renter,11.36,7000,Health,Approved,12.0,9,28,48000,Very Good,No,0.15,C,111
Renter,6.54,9250,Health,Declined,1.0,2,25,25716,Excellent,No,0.36,C,27
Mortgage,14.07,24625,Health,Declined,8.0,7,32,91800,Poor,Yes,0.23,B,94
Renter,11.49,12000,Health,Approved,6.0,4,24,77000,Very Good,No,0.16,C,49
Mortgage,5.79,3200,Debt Consolidation,Approved,3.0,10,35,55000,Excellent,No,0.06,B,129
Mortgage,7.88,6000,Debt Consolidation,Approved,7.0,3,26,27983,Excellent,No,0.21,B,45
Mortgage,7.49,12000,Health,Approved,2.0,3,24,91228,Excellent,No,0.13,B,41
Mortgage,10.99,20000,Health,Approved,5.0,7,29,82000,Very Good,No,0.24,B,94
Mortgage,15.27,4750,Business,Declined,7.0,7,27,49500,Good,No,0.1,B,86
Mortgage,8.88,20000,Health,Approved,5.0,5,32,84996,Very Good,No,0.24,B,65
Renter,7.51,5000,Debt Consolidation,Approved,4.0,2,24,24000,Excellent,No,0.21,C,33
Renter,11.36,15000,Personal,Declined,2.0,8,29,48000,Very Good,No,0.31,C,100
Owner,9.99,10000,Personal,Approved,3.0,6,31,96000,Very Good,No,0.1,A,80
Renter,5.79,6000,Study,Approved,7.0,3,23,74000,Excellent,No,0.08,C,37
Renter,13.22,20000,Personal,Declined,6.0,3,23,93000,Good,No,0.22,C,39
Renter,8.9,12000,Study,Approved,0.0,2,23,90000,Excellent,No,0.13,C,30
Mortgage,13.57,18000,Personal,Approved,1.0,9,27,75000,Good,Yes,0.24,B,119
Renter,6.99,11000,Study,Declined,8.0,10,33,32400,Excellent,No,0.34,C,127
Mortgage,16.29,7600,Debt Consolidation,Declined,,7,28,42000,Fair,No,0.18,B,89
Mortgage,12.69,9800,Health,Approved,18.0,10,35,88000,Very Good,No,0.11,B,125
Renter,11.86,5100,Health,Approved,5.0,7,29,47133,Very Good,No,0.11,C,85
Mortgage,11.49,8000,Home Improvement,Approved,2.0,4,26,78420,Very Good,No,0.1,B,50
Owner,6.92,5000,Personal,Approved,0.0,5,35,40000,Excellent,No,0.13,A,66
Renter,10.37,11000,Home Improvement,Declined,3.0,4,21,36000,Very Good,No,0.31,C,53
Renter,5.79,7500,Personal,Approved,1.0,4,24,40000,Excellent,No,0.19,C,52
Mortgage,6.62,5500,Debt Consolidation,Approved,8.0,2,25,110000,Excellent,No,0.05,B,31
Mortgage,13.49,16000,Business,Approved,5.0,8,32,75000,Good,No,0.21,B,101
Renter,11.71,10000,Personal,Approved,1.0,2,24,50000,Very Good,No,0.2,C,28
Mortgage,11.86,5000,Business,Approved,8.0,15,46,80000,Very Good,No,0.06,B,186
Renter,10.37,8000,Study,Approved,4.0,2,23,58000,Very Good,No,0.14,C,26
Renter,10.37,6800,Personal,Approved,7.0,3,22,65700,Very Good,No,0.1,C,44
Mortgage,14.96,6000,Personal,Approved,5.0,15,40,50000,Fair,No,0.12,B,187
Mortgage,7.51,10000,Study,Approved,8.0,2,23,88000,Excellent,No,0.11,B,33
Renter,5.42,4075,Personal,Approved,10.0,3,26,70000,Excellent,No,0.06,C,41
Renter,6.03,4600,Health,Approved,0.0,3,23,27864,Excellent,No,0.17,C,42
Renter,7.9,12000,Study,Approved,2.0,4,25,42000,Excellent,No,0.29,C,54
Mortgage,10.25,12000,Debt Consolidation,Approved,7.0,3,23,105000,Very Good,No,0.11,B,44
Mortgage,9.62,12000,Home Improvement,Approved,5.0,4,25,50400,Very Good,No,0.24,B,54
Owner,13.57,13000,Business,Approved,1.0,2,23,39689,Good,Yes,0.33,A,34
Renter,8.49,8000,Personal,Approved,2.0,9,27,80500,Excellent,No,0.1,C,116
Renter,6.17,3775,Home Improvement,Approved,0.0,8,32,50000,Excellent,No,0.08,C,103
Renter,7.49,12000,Debt Consolidation,Approved,2.0,7,34,65000,Excellent,No,0.18,C,92
Renter,10.59,18000,Home Improvement,Approved,8.0,10,28,80000,Very Good,No,0.23,C,131
Mortgage,14.84,7000,Debt Consolidation,Declined,3.0,3,22,36000,Fair,No,0.19,B,38
Owner,,10000,Study,Approved,0.0,12,48,30000,Good,Yes,0.33,A,154
Renter,,500,Debt Consolidation,Approved,0.0,6,33,18000,Excellent,No,0.03,C,73
Renter,,12800,Health,Approved,4.0,4,24,77385,Excellent,No,0.17,C,53
Renter,18.64,4000,Business,Declined,11.0,5,28,41000,Poor,Yes,0.1,C,65
Mortgage,12.18,4000,Health,Approved,1.0,3,25,66420,Very Good,No,0.06,B,41
Mortgage,,20000,Business,Approved,1.0,15,45,118560,Good,No,0.17,B,189
Mortgage,12.21,8000,Debt Consolidation,Approved,5.0,4,24,72000,Very Good,No,0.11,B,54
Renter,14.96,8400,Debt Consolidation,Declined,0.0,5,34,32758,Fair,No,0.26,C,63
Renter,14.84,12000,Study,Declined,3.0,2,22,34500,Fair,Yes,0.35,C,28
Mortgage,12.21,6000,Debt Consolidation,Declined,4.0,16,41,26400,Very Good,No,0.23,B,199
Renter,7.74,8000,Health,Approved,2.0,28,53,85000,Excellent,No,0.09,C,338
Renter,13.49,15000,Health,Approved,0.0,5,28,80000,Good,No,0.19,C,66
Mortgage,,9800,Personal,Approved,3.0,3,26,110400,Very Poor,Yes,0.09,B,44
Renter,9.62,14550,Debt Consolidation,Approved,2.0,3,24,48000,Very Good,No,0.3,C,42
Mortgage,14.27,6600,Personal,Approved,4.0,2,22,43000,Good,Yes,0.15,B,35
Owner,14.74,7200,Health,Declined,0.0,4,21,19000,Fair,Yes,0.38,A,57
Mortgage,12.99,1500,Debt Consolidation,Approved,4.0,10,31,60000,Good,No,0.03,B,130
Renter,10.71,9000,Health,Approved,5.0,6,31,39000,Very Good,No,0.23,C,79
Mortgage,11.58,10000,Personal,Approved,4.0,11,46,29004,Very Good,No,0.34,B,143
Renter,10.99,35000,Study,Declined,3.0,27,65,76000,Very Good,No,0.46,C,326
Renter,,8000,Health,Approved,0.0,13,38,53052,Very Good,No,0.15,C,166
Mortgage,11.99,10800,Debt Consolidation,Approved,10.0,3,26,80000,Very Good,No,0.14,B,47
Mortgage,7.49,2500,Study,Approved,11.0,6,27,22000,Excellent,No,0.11,B,77
Mortgage,8.9,7500,Home Improvement,Approved,1.0,3,25,26400,Excellent,No,0.28,B,46
Renter,5.99,2000,Personal,Approved,0.0,5,31,86000,Excellent,No,0.02,C,62
Renter,6.17,5000,Home Improvement,Approved,4.0,10,34,80000,Excellent,No,0.06,C,128
Renter,9.32,8000,Personal,Approved,6.0,3,23,65000,Excellent,No,0.12,C,44
Renter,11.71,17400,Home Improvement,Approved,5.0,3,24,133000,Very Good,No,0.13,C,41
Renter,6.92,11800,Business,Approved,3.0,4,24,40000,Excellent,No,0.29,C,59
Mortgage,,5000,Personal,Approved,6.0,5,27,53000,Excellent,No,0.09,B,63
Mortgage,10.65,8600,Home Improvement,Approved,8.0,6,30,40000,Very Good,No,0.21,B,75
Renter,10.38,10000,Debt Consolidation,Approved,9.0,3,24,38400,Very Good,No,0.26,C,42
Renter,13.22,7000,Personal,Approved,1.0,10,30,28000,Good,Yes,0.25,C,125
Mortgage,13.61,10525,Study,Approved,7.0,2,23,48996,Good,No,0.21,B,25
Renter,6.03,12200,Personal,Approved,3.0,2,21,82100,Excellent,No,0.15,C,25
Renter,11.26,10000,Study,Approved,4.0,3,22,87000,Very Good,No,0.11,C,38
Mortgage,6.99,15000,Study,Approved,,10,28,50000,Excellent,No,0.3,B,125
Renter,8.9,8500,Study,Approved,1.0,4,25,47000,Excellent,No,0.18,C,54
Renter,13.11,12000,Personal,Approved,3.0,2,22,44412,Good,Yes,0.27,C,29
Owner,10.62,15000,Health,Approved,2.0,3,23,56000,Very Good,No,0.27,A,40
Mortgage,16.29,1000,Business,Approved,5.0,5,27,45727,Fair,No,0.02,B,63
Mortgage,8.9,35000,Study,Approved,6.0,4,23,125000,Excellent,No,0.28,B,53
Renter,12.42,20000,Business,Approved,7.0,8,30,77000,Very Good,No,0.26,C,106
Mortgage,13.92,5500,Debt Consolidation,Approved,13.0,13,44,80160,Good,Yes,0.07,B,160
Mortgage,7.14,6000,Debt Consolidation,Approved,12.0,5,31,54000,Excellent,No,0.11,B,66
Renter,18.25,15000,Home Improvement,Declined,7.0,2,23,82000,Fair,Yes,0.18,C,29
Renter,8.9,7500,Business,Approved,8.0,13,36,55000,Excellent,No,0.14,C,162
Mortgage,10.59,11400,Personal,Approved,12.0,16,38,118000,Very Good,No,0.1,B,198
Renter,11.99,7000,Health,Approved,5.0,8,31,30000,Very Good,No,0.23,C,98
Renter,13.99,6000,Personal,Approved,4.0,3,24,40000,Good,Yes,0.15,C,45
Renter,14.09,15000,Personal,Approved,8.0,9,28,54996,Fair,Yes,0.27,C,115
Owner,12.99,12000,Business,Approved,12.0,6,28,87600,Good,No,0.14,A,79
Mortgage,,8000,Debt Consolidation,Approved,0.0,3,26,85000,Very Good,No,0.09,B,45
Mortgage,,9600,Study,Approved,8.0,3,24,55000,Very Good,No,0.17,B,38
Owner,11.71,2000,Study,Approved,8.0,3,24,34500,Very Good,No,0.06,A,43
Owner,7.49,3800,Business,Declined,1.0,9,34,15523,Excellent,No,0.24,A,116
Mortgage,15.27,4800,Health,Approved,9.0,3,25,75000,Good,Yes,0.06,B,42
Mortgage,9.99,7125,Home Improvement,Declined,2.0,6,32,54000,Very Good,No,0.13,B,79
Mortgage,7.9,16000,Study,Approved,0.0,7,27,110000,Excellent,No,0.15,B,95
Renter,16.29,4000,Personal,Approved,15.0,12,41,75000,Fair,Yes,0.05,C,155
Renter,10.37,10000,Personal,Declined,5.0,2,24,54000,Very Good,No,0.19,C,27
Mortgage,,9500,Health,Approved,0.0,4,23,75000,Good,Yes,0.13,B,51
Renter,8.0,7000,Health,Approved,17.0,6,33,68508,Excellent,No,0.1,C,75
Mortgage,12.21,20000,Business,Approved,5.0,3,22,60000,Very Good,No,0.33,B,44
Renter,14.11,6700,Personal,Declined,2.0,4,22,36050,Fair,Yes,0.19,C,55
Mortgage,8.49,5425,Home Improvement,Approved,10.0,3,26,76000,Excellent,No,0.07,B,39
Mortgage,9.91,7000,Personal,Approved,5.0,4,26,156000,Very Good,No,0.04,B,57
Mortgage,11.83,18000,Health,Approved,3.0,15,43,40000,Very Good,No,0.45,B,189
Owner,7.49,20000,Business,Approved,7.0,6,28,55000,Excellent,No,0.36,A,81
Renter,7.49,9200,Personal,Approved,3.0,15,41,40000,Excellent,No,0.23,C,186
Mortgage,7.51,12000,Business,Approved,3.0,3,24,90000,Excellent,No,0.13,B,40
Renter,13.8,8000,Home Improvement,Approved,8.0,2,24,55000,Good,Yes,0.15,C,32
Owner,,7200,Business,Approved,4.0,2,23,41496,Poor,No,0.17,A,35
Renter,12.42,7200,Health,Approved,6.0,7,33,49000,Very Good,No,0.15,C,93
Renter,7.4,3000,Business,Approved,3.0,8,34,25000,Excellent,No,0.12,C,105
Mortgage,8.63,5000,Personal,Approved,12.0,5,27,130000,Excellent,No,0.04,B,67
Mortgage,11.99,18000,Health,Approved,5.0,7,31,125000,Very Good,No,0.14,B,95
Mortgage,,4000,Debt Consolidation,Approved,2.0,2,22,57600,Good,Yes,0.07,B,32
Owner,6.91,6900,Personal,Approved,0.0,3,24,40000,Excellent,No,0.17,A,39
Renter,10.0,3000,Business,Approved,6.0,2,23,32400,Very Good,No,0.09,C,32
Renter,11.26,1000,Study,Approved,6.0,3,22,58000,Very Good,No,0.02,C,45
Renter,12.99,1000,Health,Approved,,4,22,11220,Good,No,0.09,C,49
Renter,10.25,8000,Business,Approved,0.0,4,24,40000,Very Good,No,0.2,C,50
Renter,10.99,10600,Study,Approved,3.0,3,22,75000,Very Good,No,0.14,C,41
Mortgage,15.05,7500,Home Improvement,Approved,1.0,6,35,234600,Fair,Yes,0.03,B,80
Renter,10.65,6800,Study,Declined,3.0,4,23,46852,Very Good,No,0.15,C,51
Renter,7.29,6500,Health,Approved,3.0,13,36,24000,Excellent,No,0.27,C,166
Mortgage,15.58,12000,Debt Consolidation,Declined,4.0,5,30,54000,Fair,No,0.22,B,63
Renter,9.91,2400,Business,Approved,2.0,16,37,45000,Very Good,No,0.05,C,201
Renter,8.49,14400,Business,Approved,4.0,10,27,85000,Excellent,No,0.17,C,131
Renter,13.11,12000,Personal,Approved,5.0,2,21,111016,Good,No,0.11,C,30
Mortgage,10.38,13000,Debt Consolidation,Approved,0.0,8,35,126400,Very Good,No,0.1,B,103
Renter,6.76,2100,Health,Declined,,6,30,11292,Excellent,No,0.19,C,77
Renter,14.35,6300,Study,Approved,0.0,4,23,30000,Good,No,0.21,C,53
Renter,14.27,10000,Home Improvement,Approved,5.0,4,26,65000,Good,No,0.15,C,53
Renter,11.36,25000,Debt Consolidation,Approved,5.0,5,33,125000,Very Good,No,0.2,C,68
Owner,11.11,10750,Home Improvement,Approved,11.0,3,26,49200,Very Good,No,0.22,A,38
Renter,14.35,15000,Business,Approved,5.0,7,33,82000,Good,No,0.18,C,95
Mortgage,7.49,12000,Business,Approved,6.0,10,28,69900,Excellent,No,0.17,B,128
Mortgage,13.23,6000,Study,Declined,0.0,6,27,44000,Good,Yes,0.14,B,80
Mortgage,14.54,4800,Personal,Approved,3.0,4,21,117000,Fair,No,0.04,B,57
Renter,11.58,1200,Debt Consolidation,Approved,3.0,4,25,55000,Very Good,No,0.02,C,49
Renter,12.53,10000,Personal,Declined,3.0,7,33,21600,Very Good,No,0.46,C,92
Renter,,6000,Study,Approved,2.0,23,62,66000,Very Good,No,0.09,C,284
Renter,14.09,10000,Home Improvement,Declined,3.0,2,25,69000,Fair,Yes,0.14,C,29
Mortgage,,7000,Study,Declined,1.0,4,25,49000,Good,No,0.14,B,51
Renter,11.99,2500,Personal,Approved,5.0,10,27,44500,Very Good,No,0.06,C,122
Renter,7.88,5500,Health,Approved,0.0,2,22,60000,Excellent,No,0.09,C,34
Mortgage,12.73,14000,Personal,Approved,9.0,12,38,90000,Good,Yes,0.16,B,150
Mortgage,7.51,14000,Business,Approved,9.0,14,40,75600,Excellent,No,0.19,B,169
Renter,11.22,4800,Debt Consolidation,Approved,5.0,3,25,30000,Good,Yes,0.16,C,38
Renter,18.39,9000,Health,Declined,4.0,6,35,36000,Poor,Yes,0.25,C,75
Renter,18.25,35000,Debt Consolidation,Declined,8.0,4,23,113000,Fair,No,0.31,C,54
Mortgage,10.59,22000,Health,Approved,5.0,10,29,80000,Very Good,No,0.28,B,127
Renter,10.91,15450,Business,Approved,3.0,7,30,111000,Good,Yes,0.14,C,93
Renter,9.62,4000,Personal,Approved,7.0,10,27,48000,Very Good,No,0.08,C,122
Renter,7.29,5700,Health,Approved,1.0,13,36,39996,Excellent,No,0.14,C,160
Renter,17.49,11200,Study,Approved,15.0,5,33,55259,Fair,No,0.2,C,67
Renter,7.88,7500,Study,Approved,1.0,2,21,55000,Excellent,No,0.14,C,32
Mortgage,7.66,2500,Health,Declined,10.0,3,26,55080,Excellent,No,0.04,B,42
Mortgage,10.36,14000,Business,Approved,2.0,7,28,59000,Very Good,No,0.24,B,93
Renter,7.88,15000,Personal,Approved,7.0,4,23,50000,Excellent,No,0.3,C,49
Mortgage,6.17,24000,Personal,Approved,9.0,6,27,105000,Excellent,No,0.23,B,74
Mortgage,9.88,15000,Business,Approved,9.0,10,35,94000,Very Good,No,0.16,B,129
Mortgage,7.74,1000,Health,Approved,6.0,9,28,98000,Excellent,No,0.01,B,116
